cam,subject,motion,matched,bone,mode,win_s,err_raw,err_cal,dev_prior
PG1,2,cross_legged_sitting,1,shinR,imu3,2.4,-73.37852214709788,4.721948558657539,1.6572746894064054
PG1,2,cross_legged_sitting,1,hip,imu5,2.4,2.4707578140612303,-6.064482554085008,0.697894361664741
PG1,2,cross_legged_sitting,1,chest,imu5,2.4,4.518619040557475,-6.146799393480021,3.2520593018230626
PG1,2,cross_legged_sitting,1,thighL,imu5,2.4,-19.48374857829738,-97.81508831876852,100.01670399640562
PG1,2,cross_legged_sitting,1,thighR,imu5,2.4,-31.229104062357482,30.289666769076266,31.342903668903993
PG1,2,cross_legged_sitting,1,shinL,imu5,2.4,19.169490119543994,-66.24853277495113,64.30570505284712
PG1,2,cross_legged_sitting,1,shinR,imu5,2.4,-73.37852214709788,4.721948558657539,4.199035053331662
PG1,2,checking_watch,1,hip,none,2.4,6.3169942137758035,-4.076081237582677,
PG1,2,checking_watch,1,chest,none,2.4,1.7774638649838905,-2.973022363233119,
PG1,2,checking_watch,1,hip,imu1,2.4,6.3169942137758035,-4.076081237582677,4.043383362326343
PG1,2,checking_watch,1,chest,imu1,2.4,-0.22605509319257763,-1.9829916770830949,0.0022374207575539184
PG1,2,checking_watch,1,hip,imu3,2.4,6.3169942137758035,-4.076081237582677,3.31188605080758
PG1,2,checking_watch,1,chest,imu3,2.4,-0.22605509319257763,-1.9829916770830949,1.4820583779281935
PG1,2,checking_watch,1,hip,imu5,2.4,6.3169942137758035,-4.076081237582677,1.2281376112804092
PG1,2,checking_watch,1,chest,imu5,2.4,-0.22605509319257763,-1.9829916770830949,2.4457677581897905
PG1,2,scratching_head,1,hip,none,2.0,12.866623688596622,22.794193371873224,
PG1,2,scratching_head,1,chest,none,2.0,16.67477220150844,24.56447574490261,
PG1,2,scratching_head,1,thighL,none,2.0,-39.310874142193455,23.944140095276133,
PG1,2,scratching_head,1,thighR,none,2.0,97.17595977254476,22.032445180025885,
PG1,2,scratching_head,1,shinL,none,2.0,-37.052510107983636,18.335295210936042,
PG1,2,scratching_head,1,shinR,none,2.0,90.79031231027788,30.386969370634304,
PG1,2,scratching_head,1,hip,imu1,2.0,12.866623688596622,21.695466415606905,22.493607669835363
PG1,2,scratching_head,1,chest,imu1,2.0,13.462314246972047,21.352017790366215,21.97563365513398
PG1,2,scratching_head,1,thighL,imu1,2.0,-39.310874142193455,23.944140095276133,26.665321107852957
PG1,2,scratching_head,1,thighR,imu1,2.0,97.17595977254476,22.032445180025885,21.430035877815587
PG1,2,scratching_head,1,shinL,imu1,2.0,-37.052510107983636,18.335295210936042,17.61938992380885
PG1,2,scratching_head,1,shinR,imu1,2.0,90.79031231027788,30.386969370634304,29.848007142530587
PG1,2,scratching_head,1,hip,imu3,2.0,12.866623688596622,21.695466415606905,17.412563592194747
PG1,2,scratching_head,1,chest,imu3,2.0,13.462314246972047,21.352017790366215,20.596175127583503
PG1,2,scratching_head,1,thighL,imu3,2.0,-39.310874142193455,23.944140095276133,25.08575067108333
PG1,2,scratching_head,1,thighR,imu3,2.0,97.17595977254476,22.032445180025885,24.230788219473215
PG1,2,scratching_head,1,shinL,imu3,2.0,-37.052510107983636,18.335295210936042,12.204603195464308
PG1,2,scratching_head,1,shinR,imu3,2.0,90.79031231027788,30.386969370634304,27.18175230500781
PG1,2,scratching_head,1,hip,imu5,2.0,12.866623688596622,21.695466415606905,33.06689714377313
